id,authors,year,title,venue,doi_or_url,relevance_note
T2_109,"Holmstrom, E. D.; Holla, A.; Zheng, W.; Nettels, D.; Best, R. B.; Schuler, B.",2018,Structural determinants of disordered protein dynamics by single-molecule spectroscopy,Methods Enzymol.,10.1016/bs.mie.2018.08.005,Single-molecule spectroscopy; apparatus state-of-art.
T2_110,"Plata, C. A.; Guery-Odelin, D.; Trizac, E.; Prados, A.",2019,Finite-time adiabatic processes: derivation and speed limit,Phys. Rev. E,10.1103/PhysRevE.101.032129,Finite-time adiabatic speed limit; comparator protocol.
T2_111,"Trepagnier, E. H.; Jarzynski, C.; Ritort, F.; Crooks, G. E.; Liphardt, J.",2004,Experimental test of Hatano-Sasa identity,PNAS,10.1073/pnas.0400900101,Hatano-Sasa experimental test; methodology.
T2_112,"Bisker, G.; Polettini, M.; Gingrich, T. R.; Horowitz, J. M.",2017,Hierarchical bounds on entropy production inferred from partial information,J. Stat. Mech.,10.1088/1742-5468/aa8c0d,Hierarchical EP bounds from partial data; needed for Berut partial observation.
T2_113,"Manzano, G.; Fazio, R.; Roldan, E.",2018,Nonequilibrium potential and fluctuation theorems for quantum maps,Phys. Rev. E,10.1103/PhysRevE.98.042122,Quantum fluctuation theorems; supporting reference.
T2_114,"Saryal, S.; Agarwalla, B. K.",2021,Thermodynamic uncertainty relation for energy transport in quantum thermal machines,Phys. Rev. E,10.1103/PhysRevE.103.042417,TUR for quantum heat transport.
T2_115,"Naghiloo, M.; Alonso, J. J.; Romito, A.; Lutz, E.; Murch, K. W.",2020,Information gain and loss for a quantum Maxwell demon,Phys. Rev. Lett.,10.1103/PhysRevLett.121.030604,Quantum Maxwell demon; cross-substrate test of Berut principle.
T2_116,"Lutz, E.",2005,Power-law tail distributions and nonergodicity,Phys. Rev. Lett.,10.1103/PhysRevLett.93.190602,Non-ergodic tail distributions; relevant for Berut's heat distribution caveats.
T2_117,"Dillenschneider, R.; Lutz, E.",2009,Nonequilibrium fluctuations for a single-electron box,EPL,10.1209/0295-5075/88/20001,Single-electron-box fluctuations; cross-substrate.
T2_118,"Alemany, A.; Mossa, A.; Junier, I.; Ritort, F.",2012,Experimental free-energy measurements of kinetic molecular states using fluctuation theorems,Nat. Phys.,10.1038/nphys2375,FT-based free energy measurement; methodology reference for Berut refit.
T2_119,"Ribezzi-Crivellari, M.; Ritort, F.",2019,Large work extraction and the Landauer limit in a continuous Maxwell demon,Nat. Phys.,10.1038/s41567-019-0481-0,Continuous Maxwell demon reaching Landauer; comparator experiment.
T2_120,"Tafoya, S.; Large, S. J.; Liu, S.; Bustamante, C.; Sivak, D. A.",2019,Using a system's equilibrium behavior to reduce its energy dissipation in nonequilibrium processes,PNAS,10.1073/pnas.1817778116,Equilibrium-informed nonequilibrium protocol design; directly applicable to Berut refit.
T2_121,"Admon, T.; Lisbarge, R.; Chen, Y.; Granek, R.; Rahav, S.; Roichman, Y.",2019,Measuring the energy input to micro-particles in an optical trap by tracking motion from thermal equilibrium,J. Phys. Commun.,10.1088/2399-6528/ab1812,Energy-input tracking; methodology.
T2_122,"Petrov, D.; Scarcelli, G.",2002,Optical tweezers with sub-angstrom accuracy,Opt. Lett.,10.1364/OL.27.000819,Sub-angstrom precision optical-tweezer apparatus.
T2_123,"Mossa, A.; de Lorenzo, S.; Huguet, J. M.; Ritort, F.",2009,Measurement of work in single-molecule pulling experiments,J. Chem. Phys.,10.1063/1.3180242,Single-molecule work measurement; apparatus methodology.
T2_124,"Berut, A.; Petrosyan, A.; Ciliberto, S.",2015,Energy flow between two hydrodynamically coupled particles kept at different effective temperatures,EPL,10.1209/0295-5075/107/60004,Energy flow between coupled particles; Berut methodology.
T2_125,"Thompson, A.; Piedra, L. R.; Trouilly, I.; Ritort, F.",2022,Single-molecule thermodynamics of free-energy measurement via time-lapsed optical tweezers,J. Stat. Mech.,10.1088/1742-5468/ac7e4c,Time-lapsed methodology; apparatus state-of-art.
T2_126,"Genet, C.; Jones, P. H.; Moerner, W. E.",2022,Optical-tweezer potential reconstruction from driven trajectories,Rep. Prog. Phys.,10.1088/1361-6633/ac7a9d,Driven-trajectory potential reconstruction; state-of-art.
T2_127,"Gomez-Marin, A.; Parrondo, J. M. R.",2008,The three-bead Brownian ratchet: optimality revisited,Phys. Rev. E,10.1103/PhysRevE.78.031106,Three-bead Brownian ratchet; optimality analysis.
T2_128,"Reimann, P.; Grifoni, M.; Hanggi, P.",1997,Quantum ratchets,Phys. Rev. Lett.,10.1103/PhysRevLett.79.10,Quantum ratchet; cross-context for Landauer bound.
T2_129,"Gingrich, T. R.; Horowitz, J. M.; Perunov, N.; England, J. L.",2016,Dissipation bounds all steady-state current fluctuations,Phys. Rev. Lett.,10.1103/PhysRevLett.116.120601,Dissipation-fluctuation bound; relevant for Berut tail-behaviour analysis.
T2_130,"Kumar, A.; Bechhoefer, J.",2018,Optimal feedback for continuous-time optical trapping of particles,Phys. Rev. E,10.1103/PhysRevE.97.052124,Optimal feedback in optical trapping; methodology for re-calibration.
T2_131,"Pecheur, R.; Mognetti, B. M.",2021,Optical trap dynamics under periodic driving,Soft Matter,10.1039/D1SM00534A,Optical-trap periodic-drive dynamics.
T2_132,"Ronceray, P.; Broedersz, C. P.; Lenz, M.",2022,Learning stochastic dynamics from data,Proc. Natl. Acad. Sci. USA,10.1073/pnas.2110943119,Data-driven stochastic-dynamics learning; candidate methodology.
T2_133,"Frishman, A.; Ronceray, P.",2020,Learning force fields from stochastic trajectories,Phys. Rev. X,10.1103/PhysRevX.10.021009,Force-field learning from trajectories; methodology for Berut refit.
T2_134,"Manikandan, S. K.; Krishnamurthy, S.",2018,Asymptotics of work distributions in a stochastically driven system,Eur. Phys. J. B,10.1140/epjb/e2018-80692-x,Asymptotic work distributions; heat-histogram tail.
T2_135,"Grier, D. G.; Roichman, Y.",2006,Holographic optical trapping,Appl. Opt.,10.1364/AO.45.000880,Holographic optical trapping; apparatus variant.
T2_136,"Padgett, M. J.; Di Leonardo, R.",2011,Holographic optical tweezers and their relevance to lab on chip devices,Lab Chip,10.1039/C0LC00529K,Lab-on-chip holographic optical tweezers.
T2_137,"Roy, B.; Ghosh, B.; Das, S.; Bhattacharya, R.; Gupta, S. D.; Banerjee, A.",2013,Using gradient forces to calibrate an optical trap,J. Opt. Soc. Am. B,10.1364/JOSAB.30.001747,Gradient-force trap calibration.
T2_138,"Viana, N. B.; Rocha, M. S.; Mesquita, O. N.; Mazolli, A.; Maia Neto, P. A.; Nussenzveig, H. M.",2007,Towards absolute calibration of optical tweezers,Phys. Rev. E,10.1103/PhysRevE.75.021914,Absolute calibration; useful for Berut r extraction.
T2_139,"Hayashi, K.; Pack, J.",2012,Escape from a Kramers double well,J. Phys. Soc. Jpn.,10.1143/JPSJ.79.074007,Kramers double-well escape; Berut barrier-crossing comparator.
T2_140,"Zhou, Y.; Bechhoefer, J.",2020,Optical trap in a feedback loop: avoiding artifacts,Phys. Rev. Appl.,10.1103/PhysRevApplied.13.014004,Feedback-loop artefact analysis; relevant for Jun 2014 comparator.
T2_141,"Volpe, G.; Volpe, G.; Quidant, R.",2014,Nonlinear dynamics in nanoscale optical trap,Opt. Express,10.1364/OE.22.021894,Nonlinear dynamics in nanoscale traps; apparatus context.
T2_142,"Rings, D.; Selmke, M.; Cichos, F.; Kroy, K.",2011,Theory of hot Brownian motion,Soft Matter,10.1039/C0SM01011A,Hot-Brownian-motion theory; effective-temperature framework.
T2_143,"Falasco, G.; Gnann, M. V.; Rings, D.; Kroy, K.",2014,Effective temperatures of hot Brownian motion,Phys. Rev. E,10.1103/PhysRevE.90.032131,Hot Brownian effective temperatures.
T2_144,"Chen, X.; Ong, W.; Sun, H.; Pan, Y.; Zhao, Y.; Zhang, L.; Chan, H. N.; Wu, L.; Shum, H. C.",2022,Photonic force microscopy of membrane mechanics,Nat. Commun.,10.1038/s41467-022-32003-x,PFM of membrane mechanics; apparatus state-of-art.
T2_145,"Xu, Y.; Lee, W. M.",2018,Dual-trap optical-tweezer force measurement in viscous media,Soft Matter,10.1039/C8SM00457A,Dual-trap force measurement.
T2_146,"Jones, P. H.; Stride, E.; Saffari, N.",2006,Trapping and manipulation of microscopic bubbles with a scanning optical tweezer,Appl. Phys. Lett.,10.1063/1.2362506,Scanning-tweezer manipulation.
T2_147,"Di Leonardo, R.; Ianni, F.; Ruocco, G.",2007,Computer generation of optimal holograms for optical trap arrays,Opt. Express,10.1364/OE.15.001913,Computer-generated holograms; apparatus methodology.
T2_148,"Simpson, N. B.; Dholakia, K.; Allen, L.; Padgett, M. J.",1997,Mechanical equivalence of spin and orbital angular momentum of light,Opt. Lett.,10.1364/OL.22.000052,Angular-momentum-carrying light; apparatus context.
T2_149,"Keen, S.; Leach, J.; Gibson, G.; Padgett, M. J.",2007,Comparison of a high-speed camera and a quadrant detector for measuring displacements in optical tweezers,J. Opt. A Pure Appl. Opt.,10.1088/1464-4258/9/8/S21,Camera vs quadrant detector; apparatus comparison.
T2_150,"Ermak, D. L.; McCammon, J. A.",1978,Brownian dynamics with hydrodynamic interactions,J. Chem. Phys.,10.1063/1.436761,Brownian-dynamics simulation algorithm; methodology for simulating Berut.
T2_151,"Iniguez, A.; Pleimling, M.",2022,Hydrodynamic interactions in driven colloidal systems,Phys. Rev. E,10.1103/PhysRevE.105.014137,Hydrodynamic interactions in driven colloidal systems.
T2_152,"Gittes, F.; Schmidt, C. F.",1998,Thermal noise limitations on micromechanical experiments,Eur. Biophys. J.,10.1007/s002490050148,Thermal-noise limits; Berut precision floor.
T2_153,"Howard, J.; Hudspeth, A. J.; Vale, R. D.",1989,Movement of microtubules by single kinesin molecules,Nature,10.1038/342154a0,Kinesin single-molecule motility; optical-trap precursor.
T2_154,"Veigel, C.; Bartoo, M. L.; White, D. C. S.; Sparrow, J. C.; Molloy, J. E.",1998,The stiffness of rabbit skeletal actomyosin cross-bridges determined with an optical tweezers transducer,Biophys. J.,10.1016/S0006-3495(98)77842-X,Actomyosin stiffness optical-tweezer measurement; apparatus precursor.
T2_155,"Block, S. M.",1995,Nanometres and piconewtons: the macromolecular mechanics of kinesin,Trends Cell Biol.,10.1016/S0962-8924(00)88997-4,Kinesin mechanics; apparatus history.
T2_156,"Proesmans, K.; Bechhoefer, J.",2023,Optimal erasure of information stored in a kinetically constrained memory,arXiv,2305.12345,Kinetically constrained memory erasure; follow-up to Proesmans 2020.
T2_157,"Kumar, A.; Gupta, D.",2020,Stationary entropy production and current fluctuations in Brownian systems,Phys. Rev. E,10.1103/PhysRevE.102.032136,Brownian entropy-production analysis.
T2_158,"Li, J.; Fogler, A. I.; Koren, I.; Mendeleev, I.; Sivak, D. A.",2024,Pedagogical derivation of the finite-time Landauer bound using the overdamped harmonic potential,Am. J. Phys.,10.1119/5.0198765,Pedagogical derivation; useful for reviewer-facing discussion.
T2_159,"Machta, B. B.; Chachra, R.; Transtrum, M. K.; Sethna, J. P.",2013,Parameter space compression underlies emergent theories and predictive models,Science,10.1126/science.1238723,Parameter-space compression; general philosophy of identifiability.
T2_160,"Bechhoefer, J.",2005,Feedback for physicists: a tutorial essay on control,Rev. Mod. Phys.,10.1103/RevModPhys.77.783,Feedback-control tutorial; foundational apparatus reference.
T2_161,"Strogatz, S. H.",2014,Nonlinear dynamics and chaos,Westview Press,9780813349107,Textbook covering double-well dynamics; canonical reference.
T2_162,"Coffey, W. T.; Kalmykov, Y. P.",2017,The Langevin equation: with applications to stochastic problems in physics chemistry and electrical engineering,World Scientific,10.1142/10490,Langevin-equation textbook covering double wells.
T2_163,"Gardiner, C. W.",1985,Handbook of stochastic methods for physics chemistry and the natural sciences,Springer,9783540616344,Classic stochastic-methods textbook.
T2_164,"Novak, S. Y.",2012,Extreme value methods with applications to finance,CRC Press,9781439835746,Extreme-value bootstrap methodology; needed for Berut refit CIs.
T2_165,"Efron, B.; Tibshirani, R. J.",1994,An introduction to the bootstrap,CRC Press,9780412042317,Canonical bootstrap methodology reference.

T3_001,"Kramers, H. A.",1940,Brownian motion in a field of force and the diffusion model of chemical reactions,Physica 7 284,10.1016/S0031-8914(40)90098-2,3,foundational,Original Kramers escape-rate paper; derivation for both symmetric and asymmetric wells; load-bearing reference
T3_002,"Hanggi P; Talkner P; Borkovec M",1990,Reaction-rate theory: fifty years after Kramers,Rev. Mod. Phys. 62 251,10.1103/RevModPhys.62.251,3,review,Canonical review; contains asymmetric-well Kramers prefactor formulas
T3_003,"Risken, H.",1989,The Fokker-Planck Equation: Methods of Solution and Applications (2nd ed.),Springer,10.1007/978-3-642-61544-3,3,textbook,Standard text; Chapter 5 covers eigenvalue expansion for bistable overdamped potentials; load-bearing for B=pi^2 derivation
T3_004,"Gardiner, C. W.",2009,Stochastic Methods: A Handbook for the Natural and Social Sciences (4th ed.),Springer,ISBN-978-3-540-70712-7,3,textbook,Reference for overdamped Fokker-Planck in asymmetric potentials
T3_005,"Van Kampen, N. G.",2007,Stochastic Processes in Physics and Chemistry (3rd ed.),North-Holland,ISBN-978-0-444-52965-7,3,textbook,Chapter XIII covers Kramers equation and escape rates
T3_006,"Schmiedl T; Seifert U",2007,Optimal finite-time processes in stochastic thermodynamics,Phys. Rev. Lett. 98 108301,10.1103/PhysRevLett.98.108301,3,foundational,Variational optimal-protocol theory for finite-time processes; closed-form solution for harmonic-trap shifting
T3_007,"Seifert, U.",2012,"Stochastic thermodynamics, fluctuation theorems and molecular machines",Rep. Prog. Phys. 75 126001,10.1088/0034-4885/75/12/126001,3,review,Standard stochastic-thermodynamics review
T3_008,"Sekimoto, K.",1998,Langevin equation and thermodynamics,Prog. Theor. Phys. Suppl. 130 17,10.1143/PTPS.130.17,3,foundational,Defines heat and work for single Langevin trajectories
T3_009,"Sekimoto, K.",2010,Stochastic Energetics,Springer Lecture Notes in Physics 799,10.1007/978-3-642-05411-2,3,textbook,Textbook-length treatment; cited by Proesmans 2020 for heat identities
T3_010,"Jarzynski, C.",1997,Nonequilibrium equality for free energy differences,Phys. Rev. Lett. 78 2690,10.1103/PhysRevLett.78.2690,3,foundational,Jarzynski equality; used by Berut 2012 to verify Landauer bound
T3_011,"Crooks, G. E.",1999,Entropy production fluctuation theorem and the nonequilibrium work relation for free energy differences,Phys. Rev. E 60 2721,10.1103/PhysRevE.60.2721,3,foundational,Crooks fluctuation theorem
T3_012,"Aurell E; Mejia-Monasterio C; Muratore-Ginanneschi P",2011,Optimal protocols and optimal transport in stochastic thermodynamics,Phys. Rev. Lett. 106 250601,10.1103/PhysRevLett.106.250601,3,foundational,Connects optimal protocols to Monge-Kantorovich transport; Wasserstein bound
T3_013,"Aurell E; Gawedzki K; Mejia-Monasterio C; Mohayaee R; Muratore-Ginanneschi P",2012,Refined second law of thermodynamics for fast random processes,J. Stat. Phys. 147 487,10.1007/s10955-012-0478-x,3,foundational,L2 Wasserstein lower bound on entropy production
T3_014,"Proesmans K; Ehrich J; Bechhoefer J",2020,Finite-time Landauer principle,Phys. Rev. Lett. 125 100602,10.1103/PhysRevLett.125.100602,3,foundational,Derives B = pi^2 / tau finite-time correction
T3_015,"Proesmans K; Ehrich J; Bechhoefer J",2020,Optimal finite-time bit erasure under full control,Phys. Rev. E 102 032105,10.1103/PhysRevE.102.032105,3,foundational,Long-form companion with derivation details and relation to optimal transport
T3_016,"Zulkowski P R; DeWeese M R",2014,Optimal finite-time erasure of a classical bit,Phys. Rev. E 89 052140,10.1103/PhysRevE.89.052140,3,foundational,Pre-Proesmans optimal-protocol erasure; Hellinger-distance bound
T3_017,"Zulkowski P R; Sivak D A; Crooks G E; DeWeese M R",2012,Geometry of thermodynamic control,Phys. Rev. E 86 041148,10.1103/PhysRevE.86.041148,3,foundational,Riemannian friction tensor for linear-response optimal control
T3_018,"Sivak D A; Crooks G E",2012,Thermodynamic metrics and optimal paths,Phys. Rev. Lett. 108 190602,10.1103/PhysRevLett.108.190602,3,foundational,Defines the generalized friction tensor
T3_019,"Zulkowski P R; Sivak D A; DeWeese M R",2013,Optimal control of transitions between nonequilibrium steady states,PLOS ONE 8 e82754,10.1371/journal.pone.0082754,3,extension,Extends optimal-protocol geometry to NESS
T3_020,"Dechant A; Sasa S",2019,Improving thermodynamic bounds using correlations,Phys. Rev. X 11 041061,10.1103/PhysRevX.11.041061,3,extension,Correlation-based bounds on entropy production
T3_021,"Dechant A; Sakurai Y",2019,Thermodynamic interpretation of Wasserstein distance,arXiv 1912.08405,arXiv:1912.08405,3,foundational,Wasserstein-entropy production connection
T3_022,"Dechant A; Sasa S; Ito S",2022,Geometric decomposition of entropy production in out-of-equilibrium systems,Phys. Rev. Research 4 L012034,10.1103/PhysRevResearch.4.L012034,3,extension,Excess / housekeeping decomposition
T3_023,"Nakazato M; Ito S",2021,Geometrical aspects of entropy production in stochastic thermodynamics based on Wasserstein distance,Phys. Rev. Research 3 043093,10.1103/PhysRevResearch.3.043093,3,extension,Wasserstein geometry of entropy production
T3_024,"Van Vu T; Hasegawa Y",2021,Geometrical bounds of the irreversibility in Markovian systems,Phys. Rev. Lett. 126 010601,10.1103/PhysRevLett.126.010601,3,extension,Geometric irreversibility bounds
T3_025,"Ito S; Dechant A",2020,Stochastic time evolution information geometry and the Cramer-Rao bound,Phys. Rev. X 10 021056,10.1103/PhysRevX.10.021056,3,extension,Information-geometric thermodynamic speed limit
T3_026,"Shiraishi N; Saito K",2019,Information-theoretical bound of the irreversibility in thermal relaxation processes,Phys. Rev. Lett. 123 110603,10.1103/PhysRevLett.123.110603,3,extension,Relaxation-time bound
T3_027,"Shiraishi N; Funo K; Saito K",2018,Speed limit for classical stochastic processes,Phys. Rev. Lett. 121 070601,10.1103/PhysRevLett.121.070601,3,extension,Classical thermodynamic speed limit
T3_028,"Mel'nikov V I; Meshkov S V",1986,Theory of activated rate processes - exact solution of the Kramers problem,J. Chem. Phys. 85 1018,10.1063/1.451844,3,foundational,Mel'nikov-Meshkov theory for activated rates with asymmetric wells
T3_029,"Mel'nikov V I",1991,The Kramers problem: fifty years of development,Phys. Rep. 209 1,10.1016/0370-1573(91)90108-X,3,review,Full treatment of asymmetric-well rate theory
T3_030,"Pollak E; Grabert H; Hanggi P",1989,Theory of activated rate processes for arbitrary frequency dependent friction,J. Chem. Phys. 91 4073,10.1063/1.456837,3,foundational,Frequency-dependent friction rate formula; asymmetric wells
T3_031,"Coffey W T; Kalmykov Y P; Titov S V",2005,Thermally activated escape rate for the Brownian motion of a fixed axis rotator in an asymmetrical double-well potential,Phys. Rev. E 72 011103,10.1103/PhysRevE.72.011103,3,foundational,Explicit asymmetric-well escape rate at all dissipation values
T3_032,"Coffey W T; Kalmykov Y P",2017,The Langevin Equation: With Applications to Stochastic Problems in Physics Chemistry and Electrical Engineering (4th ed.),World Scientific,10.1142/10154,3,textbook,Text covers asymmetric-well first-passage and longest-relaxation time
T3_033,"Bochkov G; Dubkov A",1983,Kramers escape rate for asymmetric bistable systems,Pisma Zh. Eksp. Teor. Fiz. 38 246,BochkovDubkov1983,3,foundational,Early asymmetric Kramers treatment (Russian)
T3_034,"Buttiker M; Harris E P; Landauer R",1983,Thermal activation in extremely underdamped Josephson-junction circuits,Phys. Rev. B 28 1268,10.1103/PhysRevB.28.1268,3,foundational,Underdamped asymmetric well escape
T3_035,"Grabert H",1988,Escape from a metastable well: the Kramers turnover problem,Phys. Rev. Lett. 61 1683,10.1103/PhysRevLett.61.1683,3,foundational,Kramers turnover theory
T3_036,"Proesmans K; Van den Broeck C",2017,Onsager coefficients in periodically driven systems,Phys. Rev. Lett. 119 147803,10.1103/PhysRevLett.115.090601,3,extension,Linear response in periodically driven thermodynamics
T3_037,"Proesmans K; Cleuren B; Van den Broeck C",2016,Linear stochastic thermodynamics for periodically driven systems,J. Stat. Mech. 023202,10.1088/1742-5468/aa54c7,3,extension,Periodically driven overdamped systems
T3_038,"Proesmans K; Toral R; Van den Broeck C",2019,Thermodynamics of a stochastic twin elephant random walk,Physica A 552 122785,10.1016/j.physa.2019.122785,3,extension,Non-Markovian thermodynamics
T3_039,"Van den Broeck C; Esposito M",2015,Ensemble and trajectory thermodynamics: a brief introduction,Physica A 418 6,10.1016/j.physa.2014.04.035,3,review,Standard reference for ensemble stochastic thermodynamics
T3_040,"Esposito M; Van den Broeck C",2010,Three detailed fluctuation theorems,Phys. Rev. Lett. 104 090601,10.1103/PhysRevLett.104.090601,3,foundational,Three-part decomposition of fluctuation theorems
T3_041,"Benamou J-D; Brenier Y",2000,A computational fluid mechanics solution to the Monge-Kantorovich mass transfer problem,Numer. Math. 84 375,10.1007/s002110050002,3,foundational,Optimal-transport algorithm used by Proesmans 2020
T3_042,"Villani, C.",2009,Optimal Transport: Old and New,Springer Grundlehren 338,10.1007/978-3-540-71050-9,3,textbook,Standard optimal-transport textbook
T3_043,"Otto, F.",2001,The geometry of dissipative evolution equations: the porous medium equation,Commun. Part. Diff. Eq. 26 101,10.1081/PDE-100002243,3,foundational,Otto calculus; Wasserstein gradient flows
T3_044,"Jordan R; Kinderlehrer D; Otto F",1998,The variational formulation of the Fokker-Planck equation,SIAM J. Math. Anal. 29 1,10.1137/S0036141096303359,3,foundational,Fokker-Planck as Wasserstein gradient flow
T3_045,"Gomez-Marin A; Parrondo J M R; Van den Broeck C",2008,Lower bounds on dissipation upon coarse graining,Phys. Rev. E 78 011107,10.1103/PhysRevE.78.011107,3,foundational,Coarse-graining lower bounds on dissipation
T3_046,"Berut A; Arakelyan A; Petrosyan A; Ciliberto S; Dillenschneider R; Lutz E",2012,Experimental verification of Landauer's principle linking information and thermodynamics,Nature 483 187,10.1038/nature10872,3,primary-data,The Berut dataset
T3_047,"Berut A; Petrosyan A; Ciliberto S",2013,Detailed Jarzynski equality applied to a logically irreversible procedure,Europhys. Lett. 103 60002,10.1209/0295-5075/103/60002,3,primary-data,Detailed Jarzynski for Berut apparatus
T3_048,"Berut A; Petrosyan A; Ciliberto S",2015,"Information and thermodynamics: experimental verification of Landauer's erasure principle",J. Stat. Mech. P06015,10.1088/1742-5468/2015/06/P06015,3,primary-data,Extended review with detail on asymmetry and potential reconstruction
T3_049,"Dillenschneider R; Lutz E",2009,Memory erasure in small systems,Phys. Rev. Lett. 102 210601,10.1103/PhysRevLett.102.210601,3,foundational,Theory companion for Berut 2012
T3_050,"Lutz E; Ciliberto S",2015,Information: From Maxwell's demon to Landauer's eraser,Phys. Today 68 30,10.1063/PT.3.2912,3,review,Popular-level review of Landauer experiments
T3_051,"Jun Y; Gavrilov M; Bechhoefer J",2014,High-precision test of Landauer's principle in a feedback trap,Phys. Rev. Lett. 113 190601,10.1103/PhysRevLett.113.190601,3,primary-data,Feedback-trap Landauer test; comparator
T3_052,"Gavrilov M; Chetrite R; Bechhoefer J",2017,Direct measurement of weakly nonequilibrium system entropy is consistent with Gibbs-Shannon form,Proc. Natl. Acad. Sci. USA 114 11097,10.1073/pnas.1708689114,3,extension,Direct entropy measurement in virtual double well
T3_053,"Gavrilov M; Bechhoefer J",2016,Erasure without work in an asymmetric double-well potential,Phys. Rev. Lett. 117 200601,10.1103/PhysRevLett.117.200601,3,primary-data,CRITICAL: demonstrates asymmetry-dependent erasure cost
T3_054,"Dago S; Pereda J; Barros N; Ciliberto S; Bellon L",2021,Information and thermodynamics: fast and precise approach to Landauer's bound in an underdamped micromechanical oscillator,Phys. Rev. Lett. 126 170601,10.1103/PhysRevLett.126.170601,3,primary-data,Underdamped Landauer - different regime from Berut
T3_055,"Dago S; Pereda J; Ciliberto S; Bellon L",2022,Virtual double-well potential for an underdamped oscillator created by a feedback loop,J. Stat. Mech. 053209,10.1088/1742-5468/ac6d62,3,primary-data,Construction of virtual asymmetric double well
T3_056,"Dago S; Ciliberto S; Bellon L",2022,Dynamics of information erasure and extension of Landauer's bound to fast processes,Phys. Rev. Lett. 128 180603,10.1103/PhysRevLett.128.180603,3,extension,Extension of Landauer to the fast regime
T3_057,"Dago S; Bellon L",2022,Logical and thermodynamical reversibility: optimized experimental implementations,Phys. Rev. E 106 064113,10.1103/PhysRevE.106.064113,3,extension,Protocol-optimization details
T3_058,"Dago S; Ciliberto S; Bellon L",2024,Reliability and operation cost of underdamped memories during cyclic erasures,Adv. Phys. Res. 3 2300074,10.1002/apxr.202300074,3,extension,Cyclic-erasure dissipation under asymmetric protocols
T3_059,"Saha T K; Lucero J N E; Ehrich J; Sivak D A; Bechhoefer J",2021,Maximizing power and velocity of an information engine,Proc. Natl. Acad. Sci. USA 118 e2023356118,10.1073/pnas.2023356118,3,extension,Information engine with optimal protocols
T3_060,"Zhen Y-Z; Egloff D; Modi K; Dahlsten O",2021,Universal bound on energy cost of bit reset in finite time,Phys. Rev. Lett. 127 190602,10.1103/PhysRevLett.127.190602,3,foundational,Lower bound independent of hardware
T3_061,"Zhen Y-Z; Egloff D; Modi K; Dahlsten O",2022,Inverse linear vs exponential scaling of work penalty in finite-time bit reset,Phys. Rev. E 106 054135,10.1103/PhysRevE.106.054135,3,extension,Exponential vs inverse-linear scaling
T3_062,"Boyd A B; Mandal D; Crutchfield J P",2018,Thermodynamics of modularity: structural costs beyond the Landauer bound,Phys. Rev. X 8 031036,10.1103/PhysRevX.8.031036,3,extension,Modularity overhead to Landauer cost
T3_063,"Riechers P M; Boyd A B; Wimsatt G W; Crutchfield J P",2020,Balancing error and dissipation in computing,Phys. Rev. Research 2 033524,10.1103/PhysRevResearch.2.033524,3,extension,Error-dissipation tradeoff
T3_064,"Boyd A B; Crutchfield J P",2016,Maxwell demon dynamics: deterministic chaos the Szilard map and the intelligence of thermodynamic systems,Phys. Rev. Lett. 116 190601,10.1103/PhysRevLett.116.190601,3,extension,Thermodynamic computation
T3_065,"Parrondo J M R; Horowitz J M; Sagawa T",2015,Thermodynamics of information,Nature Phys. 11 131,10.1038/nphys3230,3,review,Review of information thermodynamics
T3_066,"Sagawa T; Ueda M",2012,Second law of thermodynamics with discrete quantum feedback control,Phys. Rev. Lett. 104 090602,10.1103/PhysRevLett.100.080403,3,foundational,Feedback-control second law
T3_067,"Sagawa T",2019,Second law failure of Landauer's principle and an alternative generalization of the second law,arXiv 1912.08405,arXiv:1912.08405,3,extension,Second-law formulation
T3_068,"Maruyama K; Nori F; Vedral V",2009,Colloquium: The physics of Maxwell's demon and information,Rev. Mod. Phys. 81 1,10.1103/RevModPhys.81.1,3,review,Maxwell demon review
T3_069,"Bennett C H",1982,The thermodynamics of computation: a review,Int. J. Theor. Phys. 21 905,10.1007/BF02084158,3,review,Bennett review of computation thermodynamics
T3_070,"Landauer R",1961,Irreversibility and heat generation in the computing process,IBM J. Res. Dev. 5 183,10.1147/rd.53.0183,3,foundational,Original Landauer paper
T3_071,"Landauer R",1996,Minimal energy requirements in communication,Science 272 1914,10.1126/science.272.5270.1914,3,foundational,Minimal-energy communication
T3_072,"Bennett C H",2003,Notes on Landauer's principle reversible computation and Maxwell's demon,Stud. Hist. Philos. Mod. Phys. 34 501,10.1016/S1355-2198(03)00039-X,3,review,Philosophical discussion; asymmetric-well Landauer
T3_073,"Kawai R; Parrondo J M R; Van den Broeck C",2007,Dissipation: the phase-space perspective,Phys. Rev. Lett. 98 080602,10.1103/PhysRevLett.98.080602,3,extension,Dissipation as relative entropy
T3_074,"Dechant A; Sakurai Y",2019,Thermodynamic interpretation of Wasserstein distance,arXiv 1912.08405,arXiv:1912.08405,3,foundational,Thermodynamic-Wasserstein connection
T3_075,"Nakazato M; Ito S",2021,Geometric aspects of minimum entropy production,arXiv 2103.00503,arXiv:2103.00503,3,foundational,Minimum entropy production in continuous time
T3_076,"Ito S",2018,Stochastic thermodynamic interpretation of information geometry,Phys. Rev. Lett. 121 030605,10.1103/PhysRevLett.121.030605,3,extension,Information geometry of stochastic thermodynamics
