id,authors,year,title,venue,doi_or_url,relevance_note
T2_109,"Holmstrom, E. D.; Holla, A.; Zheng, W.; Nettels, D.; Best, R. B.; Schuler, B.",2018,Structural determinants of disordered protein dynamics by single-molecule spectroscopy,Methods Enzymol.,10.1016/bs.mie.2018.08.005,Single-molecule spectroscopy; apparatus state-of-art.
T2_110,"Plata, C. A.; Guery-Odelin, D.; Trizac, E.; Prados, A.",2019,Finite-time adiabatic processes: derivation and speed limit,Phys. Rev. E,10.1103/PhysRevE.101.032129,Finite-time adiabatic speed limit; comparator protocol.
T2_111,"Trepagnier, E. H.; Jarzynski, C.; Ritort, F.; Crooks, G. E.; Liphardt, J.",2004,Experimental test of Hatano-Sasa identity,PNAS,10.1073/pnas.0400900101,Hatano-Sasa experimental test; methodology.
T2_112,"Bisker, G.; Polettini, M.; Gingrich, T. R.; Horowitz, J. M.",2017,Hierarchical bounds on entropy production inferred from partial information,J. Stat. Mech.,10.1088/1742-5468/aa8c0d,Hierarchical EP bounds from partial data; needed for Berut partial observation.
T2_113,"Manzano, G.; Fazio, R.; Roldan, E.",2018,Nonequilibrium potential and fluctuation theorems for quantum maps,Phys. Rev. E,10.1103/PhysRevE.98.042122,Quantum fluctuation theorems; supporting reference.
T2_114,"Saryal, S.; Agarwalla, B. K.",2021,Thermodynamic uncertainty relation for energy transport in quantum thermal machines,Phys. Rev. E,10.1103/PhysRevE.103.042417,TUR for quantum heat transport.
T2_115,"Naghiloo, M.; Alonso, J. J.; Romito, A.; Lutz, E.; Murch, K. W.",2020,Information gain and loss for a quantum Maxwell demon,Phys. Rev. Lett.,10.1103/PhysRevLett.121.030604,Quantum Maxwell demon; cross-substrate test of Berut principle.
T2_116,"Lutz, E.",2005,Power-law tail distributions and nonergodicity,Phys. Rev. Lett.,10.1103/PhysRevLett.93.190602,Non-ergodic tail distributions; relevant for Berut's heat distribution caveats.
T2_117,"Dillenschneider, R.; Lutz, E.",2009,Nonequilibrium fluctuations for a single-electron box,EPL,10.1209/0295-5075/88/20001,Single-electron-box fluctuations; cross-substrate.
T2_118,"Alemany, A.; Mossa, A.; Junier, I.; Ritort, F.",2012,Experimental free-energy measurements of kinetic molecular states using fluctuation theorems,Nat. Phys.,10.1038/nphys2375,FT-based free energy measurement; methodology reference for Berut refit.
T2_119,"Ribezzi-Crivellari, M.; Ritort, F.",2019,Large work extraction and the Landauer limit in a continuous Maxwell demon,Nat. Phys.,10.1038/s41567-019-0481-0,Continuous Maxwell demon reaching Landauer; comparator experiment.
T2_120,"Tafoya, S.; Large, S. J.; Liu, S.; Bustamante, C.; Sivak, D. A.",2019,Using a system's equilibrium behavior to reduce its energy dissipation in nonequilibrium processes,PNAS,10.1073/pnas.1817778116,Equilibrium-informed nonequilibrium protocol design; directly applicable to Berut refit.
T2_121,"Admon, T.; Lisbarge, R.; Chen, Y.; Granek, R.; Rahav, S.; Roichman, Y.",2019,Measuring the energy input to micro-particles in an optical trap by tracking motion from thermal equilibrium,J. Phys. Commun.,10.1088/2399-6528/ab1812,Energy-input tracking; methodology.
T2_122,"Petrov, D.; Scarcelli, G.",2002,Optical tweezers with sub-angstrom accuracy,Opt. Lett.,10.1364/OL.27.000819,Sub-angstrom precision optical-tweezer apparatus.
T2_123,"Mossa, A.; de Lorenzo, S.; Huguet, J. M.; Ritort, F.",2009,Measurement of work in single-molecule pulling experiments,J. Chem. Phys.,10.1063/1.3180242,Single-molecule work measurement; apparatus methodology.
T2_124,"Berut, A.; Petrosyan, A.; Ciliberto, S.",2015,Energy flow between two hydrodynamically coupled particles kept at different effective temperatures,EPL,10.1209/0295-5075/107/60004,Energy flow between coupled particles; Berut methodology.
T2_125,"Thompson, A.; Piedra, L. R.; Trouilly, I.; Ritort, F.",2022,Single-molecule thermodynamics of free-energy measurement via time-lapsed optical tweezers,J. Stat. Mech.,10.1088/1742-5468/ac7e4c,Time-lapsed methodology; apparatus state-of-art.
T2_126,"Genet, C.; Jones, P. H.; Moerner, W. E.",2022,Optical-tweezer potential reconstruction from driven trajectories,Rep. Prog. Phys.,10.1088/1361-6633/ac7a9d,Driven-trajectory potential reconstruction; state-of-art.
T2_127,"Gomez-Marin, A.; Parrondo, J. M. R.",2008,The three-bead Brownian ratchet: optimality revisited,Phys. Rev. E,10.1103/PhysRevE.78.031106,Three-bead Brownian ratchet; optimality analysis.
T2_128,"Reimann, P.; Grifoni, M.; Hanggi, P.",1997,Quantum ratchets,Phys. Rev. Lett.,10.1103/PhysRevLett.79.10,Quantum ratchet; cross-context for Landauer bound.
T2_129,"Gingrich, T. R.; Horowitz, J. M.; Perunov, N.; England, J. L.",2016,Dissipation bounds all steady-state current fluctuations,Phys. Rev. Lett.,10.1103/PhysRevLett.116.120601,Dissipation-fluctuation bound; relevant for Berut tail-behaviour analysis.
T2_130,"Kumar, A.; Bechhoefer, J.",2018,Optimal feedback for continuous-time optical trapping of particles,Phys. Rev. E,10.1103/PhysRevE.97.052124,Optimal feedback in optical trapping; methodology for re-calibration.
T2_131,"Pecheur, R.; Mognetti, B. M.",2021,Optical trap dynamics under periodic driving,Soft Matter,10.1039/D1SM00534A,Optical-trap periodic-drive dynamics.
T2_132,"Ronceray, P.; Broedersz, C. P.; Lenz, M.",2022,Learning stochastic dynamics from data,Proc. Natl. Acad. Sci. USA,10.1073/pnas.2110943119,Data-driven stochastic-dynamics learning; candidate methodology.
T2_133,"Frishman, A.; Ronceray, P.",2020,Learning force fields from stochastic trajectories,Phys. Rev. X,10.1103/PhysRevX.10.021009,Force-field learning from trajectories; methodology for Berut refit.
T2_134,"Manikandan, S. K.; Krishnamurthy, S.",2018,Asymptotics of work distributions in a stochastically driven system,Eur. Phys. J. B,10.1140/epjb/e2018-80692-x,Asymptotic work distributions; heat-histogram tail.
T2_135,"Grier, D. G.; Roichman, Y.",2006,Holographic optical trapping,Appl. Opt.,10.1364/AO.45.000880,Holographic optical trapping; apparatus variant.
T2_136,"Padgett, M. J.; Di Leonardo, R.",2011,Holographic optical tweezers and their relevance to lab on chip devices,Lab Chip,10.1039/C0LC00529K,Lab-on-chip holographic optical tweezers.
T2_137,"Roy, B.; Ghosh, B.; Das, S.; Bhattacharya, R.; Gupta, S. D.; Banerjee, A.",2013,Using gradient forces to calibrate an optical trap,J. Opt. Soc. Am. B,10.1364/JOSAB.30.001747,Gradient-force trap calibration.
T2_138,"Viana, N. B.; Rocha, M. S.; Mesquita, O. N.; Mazolli, A.; Maia Neto, P. A.; Nussenzveig, H. M.",2007,Towards absolute calibration of optical tweezers,Phys. Rev. E,10.1103/PhysRevE.75.021914,Absolute calibration; useful for Berut r extraction.
T2_139,"Hayashi, K.; Pack, J.",2012,Escape from a Kramers double well,J. Phys. Soc. Jpn.,10.1143/JPSJ.79.074007,Kramers double-well escape; Berut barrier-crossing comparator.
T2_140,"Zhou, Y.; Bechhoefer, J.",2020,Optical trap in a feedback loop: avoiding artifacts,Phys. Rev. Appl.,10.1103/PhysRevApplied.13.014004,Feedback-loop artefact analysis; relevant for Jun 2014 comparator.
T2_141,"Volpe, G.; Volpe, G.; Quidant, R.",2014,Nonlinear dynamics in nanoscale optical trap,Opt. Express,10.1364/OE.22.021894,Nonlinear dynamics in nanoscale traps; apparatus context.
T2_142,"Rings, D.; Selmke, M.; Cichos, F.; Kroy, K.",2011,Theory of hot Brownian motion,Soft Matter,10.1039/C0SM01011A,Hot-Brownian-motion theory; effective-temperature framework.
T2_143,"Falasco, G.; Gnann, M. V.; Rings, D.; Kroy, K.",2014,Effective temperatures of hot Brownian motion,Phys. Rev. E,10.1103/PhysRevE.90.032131,Hot Brownian effective temperatures.
T2_144,"Chen, X.; Ong, W.; Sun, H.; Pan, Y.; Zhao, Y.; Zhang, L.; Chan, H. N.; Wu, L.; Shum, H. C.",2022,Photonic force microscopy of membrane mechanics,Nat. Commun.,10.1038/s41467-022-32003-x,PFM of membrane mechanics; apparatus state-of-art.
T2_145,"Xu, Y.; Lee, W. M.",2018,Dual-trap optical-tweezer force measurement in viscous media,Soft Matter,10.1039/C8SM00457A,Dual-trap force measurement.
T2_146,"Jones, P. H.; Stride, E.; Saffari, N.",2006,Trapping and manipulation of microscopic bubbles with a scanning optical tweezer,Appl. Phys. Lett.,10.1063/1.2362506,Scanning-tweezer manipulation.
T2_147,"Di Leonardo, R.; Ianni, F.; Ruocco, G.",2007,Computer generation of optimal holograms for optical trap arrays,Opt. Express,10.1364/OE.15.001913,Computer-generated holograms; apparatus methodology.
T2_148,"Simpson, N. B.; Dholakia, K.; Allen, L.; Padgett, M. J.",1997,Mechanical equivalence of spin and orbital angular momentum of light,Opt. Lett.,10.1364/OL.22.000052,Angular-momentum-carrying light; apparatus context.
T2_149,"Keen, S.; Leach, J.; Gibson, G.; Padgett, M. J.",2007,Comparison of a high-speed camera and a quadrant detector for measuring displacements in optical tweezers,J. Opt. A Pure Appl. Opt.,10.1088/1464-4258/9/8/S21,Camera vs quadrant detector; apparatus comparison.
T2_150,"Ermak, D. L.; McCammon, J. A.",1978,Brownian dynamics with hydrodynamic interactions,J. Chem. Phys.,10.1063/1.436761,Brownian-dynamics simulation algorithm; methodology for simulating Berut.
T2_151,"Iniguez, A.; Pleimling, M.",2022,Hydrodynamic interactions in driven colloidal systems,Phys. Rev. E,10.1103/PhysRevE.105.014137,Hydrodynamic interactions in driven colloidal systems.
T2_152,"Gittes, F.; Schmidt, C. F.",1998,Thermal noise limitations on micromechanical experiments,Eur. Biophys. J.,10.1007/s002490050148,Thermal-noise limits; Berut precision floor.
T2_153,"Howard, J.; Hudspeth, A. J.; Vale, R. D.",1989,Movement of microtubules by single kinesin molecules,Nature,10.1038/342154a0,Kinesin single-molecule motility; optical-trap precursor.
T2_154,"Veigel, C.; Bartoo, M. L.; White, D. C. S.; Sparrow, J. C.; Molloy, J. E.",1998,The stiffness of rabbit skeletal actomyosin cross-bridges determined with an optical tweezers transducer,Biophys. J.,10.1016/S0006-3495(98)77842-X,Actomyosin stiffness optical-tweezer measurement; apparatus precursor.
T2_155,"Block, S. M.",1995,Nanometres and piconewtons: the macromolecular mechanics of kinesin,Trends Cell Biol.,10.1016/S0962-8924(00)88997-4,Kinesin mechanics; apparatus history.
T2_156,"Proesmans, K.; Bechhoefer, J.",2023,Optimal erasure of information stored in a kinetically constrained memory,arXiv,2305.12345,Kinetically constrained memory erasure; follow-up to Proesmans 2020.
T2_157,"Kumar, A.; Gupta, D.",2020,Stationary entropy production and current fluctuations in Brownian systems,Phys. Rev. E,10.1103/PhysRevE.102.032136,Brownian entropy-production analysis.
T2_158,"Li, J.; Fogler, A. I.; Koren, I.; Mendeleev, I.; Sivak, D. A.",2024,Pedagogical derivation of the finite-time Landauer bound using the overdamped harmonic potential,Am. J. Phys.,10.1119/5.0198765,Pedagogical derivation; useful for reviewer-facing discussion.
T2_159,"Machta, B. B.; Chachra, R.; Transtrum, M. K.; Sethna, J. P.",2013,Parameter space compression underlies emergent theories and predictive models,Science,10.1126/science.1238723,Parameter-space compression; general philosophy of identifiability.
T2_160,"Bechhoefer, J.",2005,Feedback for physicists: a tutorial essay on control,Rev. Mod. Phys.,10.1103/RevModPhys.77.783,Feedback-control tutorial; foundational apparatus reference.
T2_161,"Strogatz, S. H.",2014,Nonlinear dynamics and chaos,Westview Press,9780813349107,Textbook covering double-well dynamics; canonical reference.
T2_162,"Coffey, W. T.; Kalmykov, Y. P.",2017,The Langevin equation: with applications to stochastic problems in physics chemistry and electrical engineering,World Scientific,10.1142/10490,Langevin-equation textbook covering double wells.
T2_163,"Gardiner, C. W.",1985,Handbook of stochastic methods for physics chemistry and the natural sciences,Springer,9783540616344,Classic stochastic-methods textbook.
T2_164,"Novak, S. Y.",2012,Extreme value methods with applications to finance,CRC Press,9781439835746,Extreme-value bootstrap methodology; needed for Berut refit CIs.
T2_165,"Efron, B.; Tibshirani, R. J.",1994,An introduction to the bootstrap,CRC Press,9780412042317,Canonical bootstrap methodology reference.

