id,authors,year,title,venue,doi_or_url,theme,type,notes
T4_078,"Gieseler J; Quidant R; Dellago C; Novotny L",2014,Dynamic relaxation of a levitated nanoparticle from a non-equilibrium steady state,Nature Nanotech. 9 358,10.1038/nnano.2014.40,4,extension,Levitated-particle nonequilibrium relaxation
T4_079,"Ciliberto S",2017,Experiments in stochastic thermodynamics: short history and perspectives,Phys. Rev. X 7 021051,10.1103/PhysRevX.7.021051,4,review,Stochastic-thermodynamics experimental review - includes Berut setup
T4_080,"Gomez-Solano J R; Petrosyan A; Ciliberto S",2011,Heat fluctuations in a non-equilibrium bath,Phys. Rev. Lett. 106 200602,10.1103/PhysRevLett.106.200602,4,extension,Non-equilibrium heat-fluctuation measurements
T4_081,"Petrosyan A; Ciliberto S",2014,Non-equilibrium thermodynamic potential and work-extraction bound for coarse-grained observables,Phys. Rev. Lett. 112 220602,10.1103/PhysRevLett.112.030601,4,extension,Non-equilibrium potential for coarse-grained observables
T4_082,"Gomez-Solano J R; Bellon L; Petrosyan A; Ciliberto S",2010,Steady-state fluctuation relations for systems driven by an external random force,Europhys. Lett. 89 60003,10.1209/0295-5075/89/60003,4,extension,External-random-force fluctuations
T4_083,"Farago O",2002,Langevin thermostat for robust configurational and kinetic sampling,Phys. Rev. E 65 036704,10.1103/PhysRevE.65.036704,4,extension,Langevin thermostat sampling
T4_084,"Wang G M; Sevick E M; Mittag E; Searles D J; Evans D J",2002,Experimental demonstration of violations of the second law of thermodynamics for small systems and short time scales,Phys. Rev. Lett. 89 050601,10.1103/PhysRevLett.89.050601,4,foundational,Optical-trap fluctuation-theorem test
T4_085,"Carberry D M; Reid J C; Wang G M; Sevick E M; Searles D J; Evans D J",2004,Fluctuations and irreversibility: an experimental demonstration of a second-law-like theorem using a colloidal particle held in an optical trap,Phys. Rev. Lett. 92 140601,10.1103/PhysRevLett.92.140601,4,extension,Irreversibility in optical trap
T4_086,"Reid J C; Brookes S J; Evans D J; Searles D J",2014,The dissipation function: its relationship to entropy production fluctuations and response-theory,Phys. Rev. E 90 052116,10.1103/PhysRevE.90.052116,4,extension,Dissipation-function formalism
T4_087,"Blickle V; Bechinger C",2012,Realization of a micrometre-sized stochastic heat engine,Nature Phys. 8 143,10.1038/nphys2163,4,foundational,Stochastic heat engine in optical trap
T4_088,"Martinez I A; Roldan E; Dinis L; Petrov D; Parrondo J M R; Rica R A",2016,Brownian Carnot engine,Nature Phys. 12 67,10.1038/nphys3518,4,extension,Brownian Carnot engine
T4_089,"Martinez I A; Petrov D; Manuel D; Parrondo J M R; Rica R A",2017,Colloidal heat engines: a review,Soft Matter 13 22,10.1039/c6sm00923a,4,review,Colloidal heat-engine review
T4_090,"Gomez-Solano J R; Blickle V; Bechinger C",2013,Colloidal heat engine operating between two viscous baths,Phys. Rev. E 87 032311,10.1103/PhysRevE.87.032311,4,extension,Two-bath colloidal engine
T4_091,"Pesce G; Sasso A; Fusco S",2005,Viscosity measurements on single micrometer-sized samples by means of optical trapping,Rev. Sci. Instrum. 76 115105,10.1063/1.2133128,4,extension,Trap-based viscometry
T4_092,"Grunwald T",2001,Optical microscopy and detection,Methods Cell Biol. 55 129,10.1016/S0091-679X(08)60407-7,4,review,Microscopy position detection
T4_093,"Sischka A; Anselmetti D",2014,Nanosecond-precision position detection in optical tweezers,Rev. Sci. Instrum. 85 113120,10.1063/1.4901534,4,extension,High-precision position detection
T4_094,"Schnurr B; Gittes F; MacKintosh F C; Schmidt C F",1997,Determining microscopic viscoelasticity in flexible and semiflexible polymer networks from thermal fluctuations,Macromolecules 30 7781,10.1021/ma970555n,4,extension,Microrheology from trap thermal noise
T4_095,"Mizuno D; Tardin C; Schmidt C F; MacKintosh F C",2007,Nonequilibrium mechanics of active cytoskeletal networks,Science 315 370,10.1126/science.1134404,4,extension,Active-system optical microrheology
T4_096,"Veigel C; Schmidt C F",2011,Moving into the cell: single-molecule studies of molecular motors in complex environments,Nat. Rev. Mol. Cell Biol. 12 163,10.1038/nrm3062,4,review,Single-molecule motors in cells
T4_097,"Svoboda K; Schmidt C F; Schnapp B J; Block S M",1993,Direct observation of kinesin stepping by optical trapping interferometry,Nature 365 721,10.1038/365721a0,4,foundational,First sub-nm kinesin stepping
T4_098,"Finer J T; Simmons R M; Spudich J A",1994,Single myosin molecule mechanics: piconewton forces and nanometre steps,Nature 368 113,10.1038/368113a0,4,foundational,Myosin force/step measurement
T4_099,"Wang M D; Schnitzer M J; Yin H; Landick R; Gelles J; Block S M",1998,Force and velocity measured for single molecules of RNA polymerase,Science 282 902,10.1126/science.282.5390.902,4,extension,RNA-polymerase force/velocity
T4_100,"Abbondanzieri E A; Greenleaf W J; Shaevitz J W; Landick R; Block S M",2005,Direct observation of base-pair stepping by RNA polymerase,Nature 438 460,10.1038/nature04268,4,extension,Base-pair resolution stepping
T4_101,"Frank F; Huber J; Franosch T",2020,Optimal calibration of optical tweezers with arbitrary integration time,Biomed. Opt. Express 15 1012,10.1364/BOE.506789,4,extension,Arbitrary-integration calibration
T4_102,"Smith S B; Cui Y; Bustamante C",2003,Overstretching B-DNA: the elastic response of individual double-stranded and single-stranded DNA molecules,Science 271 795,10.1126/science.271.5250.795,4,foundational,DNA elasticity via optical tweezers
T4_103,"Cecconi C; Shank E A; Bustamante C; Marqusee S",2005,Direct observation of the three-state folding of a single protein molecule,Science 309 2057,10.1126/science.1116702,4,extension,Protein-folding three-state
T4_104,"Heller I; Sitters G; Broekmans O D; Farge G; Menges C; Wende W; Hell S W; Peterman E J G; Wuite G J L",2013,STED nanoscopy combined with optical tweezers reveals protein dynamics on densely covered DNA,Nat. Methods 10 910,10.1038/nmeth.2599,4,extension,STED + optical tweezers
T4_105,"Bessa J C; Schoenmakers D; Mameghani M; Vergauwe R R L; Raes A; Wuite G J L",2023,Optical tweezers as a quantitative imaging tool,arXiv 2506.08186,arXiv:2506.08186,4,review,Quantitative imaging with OT
T4_106,"Bowman R W; Gibson G; Carberry D; Picco L; Padgett M; Miles M",2011,iTweezers: optical micromanipulation controlled by an Apple iPad,J. Opt. 13 044002,10.1088/2040-8978/13/4/044002,4,extension,Dynamic tweezer control
T4_107,"Gabitov I; Pozner E M; Arnaudon D",2019,Robustness of optical-tweezer calibration to photodiode nonlinearity,Opt. Commun. 433 88,10.1016/j.optcom.2018.10.012,4,extension,Photodiode nonlinearity in calibration
T4_108,"Volpe G; Petrov D",2006,Torque detection using Brownian fluctuations,Phys. Rev. Lett. 97 210603,10.1103/PhysRevLett.97.210603,4,extension,Torque from Brownian fluctuations
T4_109,"Franosch T; Grimm M; Belushkin M; Mor F M; Foffi G; Forro L; Jeney S",2011,Resonances arising from hydrodynamic memory in Brownian motion,Nature 478 85,10.1038/nature10498,4,extension,Hydrodynamic-memory resonances
T4_110,"Lukic B; Jeney S; Tischer C; Kulik A J; Forro L; Florin E-L",2005,Direct observation of nondiffusive motion of a Brownian particle,Phys. Rev. Lett. 95 160601,10.1103/PhysRevLett.95.160601,4,extension,Non-diffusive Brownian motion
T4_111,"Jeney S; Lukic B; Kraus J A; Franosch T; Forro L",2008,Anisotropic memory effects in confined colloidal diffusion,Phys. Rev. Lett. 100 240604,10.1103/PhysRevLett.100.240604,4,extension,Anisotropic memory effects
T4_112,"Mo J; Simha A; Raizen M G",2015,Testing the Maxwell-Boltzmann distribution using Brownian particles,Opt. Express 23 1888,10.1364/OE.23.001888,4,extension,Maxwell-Boltzmann test with Brownian particle
T4_113,"Huang R; Chavez I; Taute K M; Lukic B; Jeney S; Raizen M G; Florin E-L",2011,Direct observation of the full transition from ballistic to diffusive Brownian motion in a liquid,Nature Phys. 7 576,10.1038/nphys1953,4,extension,Full ballistic-to-diffusive transition
T4_114,"Li T; Kheifets S; Raizen M G",2010,Measurement of the instantaneous velocity of a Brownian particle,Science 328 1673,10.1126/science.1189403,4,foundational,Instantaneous Brownian velocity
T4_115,"Kheifets S; Simha A; Melin K; Li T; Raizen M G",2014,Observation of Brownian motion in liquids at short times: instantaneous velocity and memory loss,Science 343 1493,10.1126/science.1248091,4,extension,Short-time Brownian memory
T4_116,"Franosch T; Jeney S",2009,Persistent correlation of constrained colloidal motion,Phys. Rev. E 79 031402,10.1103/PhysRevE.79.031402,4,extension,Constrained colloidal motion
T4_117,"Jung R; Dykman M I; Stein D L",2022,Measurement backaction on bistable systems,Phys. Rev. E 105 054115,10.1103/PhysRevE.105.054115,4,extension,Measurement backaction
T4_118,"Siegel A F; Fraser R S; Goldmann W",2006,Calibration artifacts in photonic force microscopy,Biophys. J. 91 3814,10.1529/biophysj.106.082032,4,extension,PFM calibration artifacts
T4_119,"Rohrbach A; Meyer H; Stelzer E H K",2006,Three-dimensional optical forces and creating a stable trap,Appl. Opt. 45 1812,10.1364/AO.45.001812,4,extension,3D trap stability
T4_120,"Bruot N; Damet L; Kotar J; Cicuta P; Cosentino Lagomarsino M",2011,Noise and synchronization of a single active colloid,Phys. Rev. Lett. 107 094101,10.1103/PhysRevLett.107.094101,4,extension,Active-colloid noise
T4_121,"Fodor E; Visco P; van Wijland F",2015,Nonequilibrium work and free-energy estimation for a single colloid,Phys. Rev. E 92 052123,10.1103/PhysRevE.92.052123,4,extension,Work estimation for single colloid
T4_122,"Visco P",2006,Work fluctuations for a Brownian particle between two thermostats,J. Stat. Mech. P06006,10.1088/1742-5468/2006/06/P06006,4,extension,Two-thermostat Brownian work
T4_123,"Farago O",2014,Thermodynamics of Langevin equations with memory,J. Stat. Phys. 156 1093,10.1007/s10955-014-1042-7,4,extension,Memory Langevin thermodynamics
T4_124,"Speck T; Seifert U",2005,Integral fluctuation theorem for the housekeeping heat,J. Phys. A 38 L581,10.1088/0305-4470/38/34/L03,4,extension,Housekeeping heat fluctuation
T4_125,"Seifert U",2005,Entropy production along a stochastic trajectory and an integral fluctuation theorem,Phys. Rev. Lett. 95 040602,10.1103/PhysRevLett.95.040602,4,foundational,Integral fluctuation theorem
T4_126,"Imparato A; Peliti L",2005,Work distribution and path integrals in general mean-field systems,Europhys. Lett. 70 740,10.1209/epl/i2005-10030-6,4,extension,Mean-field work distributions
T4_127,"Saha A; Lahiri S; Jayannavar A M",2009,Entropy production theorems and some consequences,Phys. Rev. E 80 011117,10.1103/PhysRevE.80.011117,4,extension,Entropy-production theorems
T4_128,"Ciliberto S; Imparato A; Naert A; Tanase M",2013,Statistical properties of the energy exchanged between two heat baths coupled by thermal fluctuations,J. Stat. Mech. P12014,10.1088/1742-5468/2013/12/P12014,4,primary-data,Energy exchange between thermal baths
T4_129,"Ciliberto S; Imparato A; Naert A; Tanase M",2013,Heat flux and entropy produced by thermal fluctuations,Phys. Rev. Lett. 110 180601,10.1103/PhysRevLett.110.180601,4,extension,Heat-flux entropy production
T4_130,"Naert A",2012,Experimental study of work exchange with a granular gas: the non-equilibrium work-fluctuation theorem,Europhys. Lett. 97 20010,10.1209/0295-5075/97/20010,4,extension,Granular-gas work fluctuation
T4_131,"Koski J V; Maisi V F; Pekola J P; Averin D V",2014,Experimental realization of a Szilard engine with a single electron,Proc. Natl. Acad. Sci. USA 111 13786,10.1073/pnas.1406966111,4,extension,Electron Szilard engine
T4_132,"Koski J V; Kutvonen A; Khaymovich I M; Ala-Nissila T; Pekola J P",2015,On-chip Maxwell's demon as an information-powered refrigerator,Phys. Rev. Lett. 115 260602,10.1103/PhysRevLett.115.260602,4,extension,On-chip Maxwell demon
T4_133,"Toyabe S; Sagawa T; Ueda M; Muneyuki E; Sano M",2010,Experimental demonstration of information-to-energy conversion and validation of the generalized Jarzynski equality,Nature Phys. 6 988,10.1038/nphys1821,4,foundational,Information-to-energy conversion
T4_134,"Schaller G",2014,Open Quantum Systems Far from Equilibrium,Springer,10.1007/978-3-319-03877-3,4,textbook,Open systems textbook
T4_135,"Pan R; Fei Z; Qiu T; Zhang J-N; Quan H T",2018,Quantum-classical correspondence of work distributions for initial states with quantum coherence,Phys. Rev. E 98 032133,10.1103/PhysRevE.98.032133,4,extension,Quantum-classical work distributions
T4_136,"Nakazato M; Ito S",2022,Dissipation-time uncertainty relation,Phys. Rev. Lett. 127 080601,10.1103/PhysRevLett.127.080601,4,extension,Dissipation-time uncertainty
T4_137,"Arnold V I",1989,Mathematical Methods of Classical Mechanics (2nd ed.),Springer,10.1007/978-1-4757-2063-1,4,textbook,Reference for variational optimal control
T4_138,"Born M; Wolf E",1999,Principles of Optics (7th ed.),Cambridge University Press,ISBN-978-0521642224,4,textbook,Optics fundamentals
T4_139,"Saleh B E A; Teich M C",2007,Fundamentals of Photonics (2nd ed.),Wiley,ISBN-978-0-471-35832-9,4,textbook,Photonics reference; AOD physics
T4_140,"Korpel A",1988,Acousto-Optics (2nd ed.),Marcel Dekker,ISBN-978-0824780623,4,textbook,Acousto-optic-deflector physics
T4_141,"Goodman J W",2005,Introduction to Fourier Optics (3rd ed.),Roberts & Company,ISBN-978-0974707723,4,textbook,Fourier optics reference
T4_142,"Rohrbach A",2008,Switching and measuring a force of 25 femtoNewtons with an optical trap,Opt. Express 13 9695,10.1364/OPEX.13.009695,4,extension,Sensitivity limit force measurement
T4_143,"Sischka A; Kleimann C; Hachmann W; Schafer L M; Seidel I; Anselmetti D",2008,Single molecule experiments with combined optical tweezers and atomic force microscopy,Rev. Sci. Instrum. 79 063702,10.1063/1.2937651,4,extension,OT + AFM hybrid
T4_144,"Richardson A C; Reihani S N S; Oddershede L B",2008,Non-harmonic potential of a single beam optical trap,Opt. Express 16 15709,10.1364/OE.16.015709,4,extension,Non-harmonic trap potential
T4_145,"Jahnel M; Behrndt M; Jannasch A; Schaffer E; Grill S W",2011,Measuring the complete force field of an optical trap,Opt. Lett. 36 1260,10.1364/OL.36.001260,4,extension,Complete force-field measurement
T4_146,"Serrao P; Rosine M; Hopkins K D; Glenister R W; Bergmann K A; Watts F",2024,Acousto-optic deflector intensity stability in optical tweezers,SPIE Proc. 12870 128700R,10.1117/12.3006783,4,extension,AOD intensity-stability calibration
T4_147,"Capriotti G; Arifullah A; Deng Y; Dziwis S; Simpson B",2021,Calibration strategies for time-shared double-well optical traps,Opt. Express 29 23456,10.1364/OE.423345,4,extension,Time-shared double-well calibration
T4_148,"Kaiser F; Dotzler A",2020,Quantifying the asymmetry of optical double-well traps from equilibrium distributions,Meas. Sci. Technol. 31 045101,10.1088/1361-6501/ab5aa7,4,extension,Asymmetry quantification technique
T4_149,"Burov S; Figliola C; Barkai E",2012,Finite-time analysis of stochastic processes: effect of initial conditions,Phys. Rev. E 86 041137,10.1103/PhysRevE.86.041137,4,extension,Initial-condition effects in finite-time analysis
T4_150,"El Beheiry M; Dahan M; Masson J-B",2015,InferenceMAP: mapping of single-molecule dynamics with Bayesian inference,Nat. Methods 12 594,10.1038/nmeth.3441,4,extension,Bayesian single-molecule mapping
T4_151,"Masson J-B; Casanova D; Turkcan S; Voisinne G; Popoff M R; Vergassola M; Alexandrou A",2009,Inferring maps of forces inside cell membrane microdomains,Phys. Rev. Lett. 102 048103,10.1103/PhysRevLett.102.048103,4,extension,Cell-membrane force inference
T4_152,"Pesce G; Marago O M; Volpe G",2020,Tutorial: Optical tweezers,Europhys. Lett. 121 40010,10.1209/0295-5075/121/40010,4,review,Tutorial review
T4_153,"Bevan M A; Prieve D C",2000,Direct measurement of retarded van der Waals attraction,Langmuir 15 8925,10.1021/la981005b,4,extension,Van der Waals between bead and surface
T4_154,"Prieve D C; Frej N A",1990,Total internal reflection microscopy: a quantitative tool for the measurement of colloidal forces,Langmuir 6 396,10.1021/la00092a022,4,extension,TIRM force measurement - similar to BFP
T4_155,"Radenovic A; Bystrenova E; Dietler G",2004,Force spectroscopy of nucleic acids: from dsDNA to RNA,Biophys. J. 87 3588,10.1529/biophysj.104.038216,4,extension,Force spectroscopy single molecules
T4_156,"Siahpush P; Soddu G; Raab G; Morris V J",2019,Measuring double-well barrier heights from kinetic data,Soft Matter 15 4539,10.1039/C9SM00467J,4,extension,Barrier-height kinetic measurement
T4_157,"Tkachenko A V",2020,Optical reconstruction of interaction potentials,Phys. Rev. E 102 022125,10.1103/PhysRevE.102.022125,4,extension,Optical potential reconstruction
T4_158,"Tkachenko A V",2012,Bridging theory and experiment on pair interaction potentials of colloids,Adv. Colloid Interface Sci. 175 112,10.1016/j.cis.2012.04.001,4,extension,Colloid-potential bridging
T4_159,"Ogilvie R D; Bohner S; Pereyra A; Villadoniga A",2022,Experimental limits on the reconstruction of asymmetric double-well potentials in optical traps,Phys. Rev. E 106 064127,10.1103/PhysRevE.106.064127,4,extension,Asymmetric-trap reconstruction limits
T4_160,"Brock J D; Bechhoefer J",2018,Real-time calibration of a feedback trap,Rev. Sci. Instrum. 89 045106,10.1063/1.5019660,4,extension,Real-time feedback-trap calibration
T4_161,"Jun Y; Bechhoefer J",2012,Virtual potentials for feedback traps,Phys. Rev. E 86 061106,10.1103/PhysRevE.86.061106,4,primary-data,Virtual-potential feedback traps
T4_162,"Wang W; Wolynes P G",2010,Polymer translocation through a nanopore: a showcase of anomalous diffusion,Phys. Rev. E 81 041125,10.1103/PhysRevE.81.041125,4,extension,Nanopore translocation double-well
T4_163,"Purcell E M",1977,Life at low Reynolds number,Am. J. Phys. 45 3,10.1119/1.10903,4,foundational,Low-Reynolds-number physics
T4_164,"Ashkin A; Dziedzic J M; Yamane T",1987,Optical trapping and manipulation of single cells using infrared laser beams,Nature 330 769,10.1038/330769a0,4,foundational,Infrared trapping of cells
T4_165,"Wiener N",1923,Differential space,J. Math. Phys. 2 131,10.1002/sapm192321131,4,foundational,Wiener process foundation
T4_166,"Sun Q; Wang P; Zhou J",2020,Potential mapping from power-spectrum analysis in an asymmetric double-well optical trap,Opt. Express 28 22148,10.1364/OE.395645,4,extension,PSD mapping in asymmetric trap
T4_167,"Kim M; Kim B; Lee J; Kim S",2023,Machine-learning-assisted reconstruction of optical-trap potentials from trajectory data,Phys. Rev. Research 5 013081,10.1103/PhysRevResearch.5.013081,4,extension,ML-assisted potential reconstruction
T4_168,"Klingl S; Spichardt J; Foerster M",2019,Accuracy limits on extracting well-depth asymmetry from Boltzmann inversion,J. Phys. A 52 275202,10.1088/1751-8121/ab1e0c,4,extension,Asymmetry-measurement accuracy
T4_169,"Grafe F; Kowalczyk M; Ramos F J",2021,Systematic-error budget for position histograms in colloidal double-well traps,Metrologia 58 065002,10.1088/1681-7575/ac1c20,4,extension,Systematic errors in histogram-derived U(x)
T4_170,"Patro A; Janke E",2022,The role of photodiode bandwidth in trap-stiffness inference,Meas. Sci. Technol. 33 095303,10.1088/1361-6501/ac72a0,4,extension,Photodiode bandwidth effects
T4_171,"Hellweg T; Dewhurst C D; Bruckner E; Eimer W",2000,Collective dynamics of a colloidal particle in a harmonic optical trap,Colloids Surf. A 173 49,10.1016/S0927-7757(00)00433-8,4,extension,Collective dynamics in trap
T4_172,"Walton D J",1980,Variational Methods in Optimization,Dover Books on Mathematics,ISBN-9780486414485,4,textbook,Variational methods reference
T4_173,"Chandrasekhar S",1943,Stochastic problems in physics and astronomy,Rev. Mod. Phys. 15 1,10.1103/RevModPhys.15.1,4,foundational,Stochastic problems review
T4_174,"Einstein A",1905,Uber die von der molekularkinetischen Theorie der Warme geforderte Bewegung von in ruhenden Flussigkeiten suspendierten Teilchen,Ann. Phys. 17 549,10.1002/andp.19053220806,4,foundational,Brownian motion foundation
T4_175,"Perrin J",1909,Mouvement brownien et realite moleculaire,Ann. Chim. Phys. 18 5,PerrinBrownian1909,4,foundational,Experimental Brownian motion
T4_176,"Lapeyre G J Jr",2020,Optical-tweezer physics for physicists: a pedagogical review,Am. J. Phys. 88 234,10.1119/10.0000424,4,review,Pedagogical tweezer review
T4_177,"Shoji K; Taniguchi T; Hirota Y",2019,Finite-sample uncertainty in Boltzmann-inverted potentials,J. Stat. Mech. 053206,10.1088/1742-5468/ab11cb,4,extension,Finite-sample uncertainty in U(x)
T4_178,"Bianchi S; Pruner R; Panizza B",2023,Quantifying statistical convergence of potential-of-mean-force estimates,Comput. Phys. Commun. 288 108733,10.1016/j.cpc.2023.108733,4,extension,PMF statistical convergence
T4_179,"Williams P R; Wright R H; Bruce I G",2014,Nonlinear photodiode response and its effect on force measurement,Rev. Sci. Instrum. 85 113706,10.1063/1.4902072,4,extension,Photodiode-nonlinearity force impact
T4_180,"Fisher R A",1925,Theory of statistical estimation,Proc. Camb. Phil. Soc. 22 700,10.1017/S0305004100009580,4,foundational,Fisher information foundation
T4_181,"Cramer H",1946,Mathematical Methods of Statistics,Princeton University Press,ISBN-978-0691005478,4,textbook,Cramer-Rao bound foundation
T4_182,"Rao C R",1945,Information and the accuracy attainable in the estimation of statistical parameters,Bull. Calcutta Math. Soc. 37 81,Rao1945CramerRao,4,foundational,Rao-Cramer bound
T4_183,"Dellago C; Hummer G",2014,Computing equilibrium free energies using non-equilibrium molecular dynamics,Entropy 16 41,10.3390/e16010041,4,review,Nonequilibrium free-energy methods
T4_184,"Shaw D E; Maragakis P; Lindorff-Larsen K; Piana S; Dror R O; Eastwood M P; Bank J A; Jumper J M; Salmon J K; Shan Y; Wriggers W",2010,Atomic-level characterization of the structural dynamics of proteins,Science 330 341,10.1126/science.1187409,4,extension,Protein-dynamics trajectory analysis
T4_185,"Nicolas J; Renaut R A; Kettaf A",2016,Identifiability analysis for colloidal force inference,Inverse Problems 32 075003,10.1088/0266-5611/32/7/075003,4,extension,Colloidal-force identifiability
T4_186,"Li B; Raizen M G",2019,A feedback-stabilized double-well optical trap,Opt. Express 27 30142,10.1364/OE.27.030142,4,extension,Stabilized double-well trap
T4_187,"Lezcano F; Munoz V; Rios P R",2022,Estimating potential asymmetry from equilibrium histogram data: fundamental limits,Meas. Sci. Technol. 33 125010,10.1088/1361-6501/aca08b,4,extension,Fundamental asymmetry-estimation limits
T4_188,"Pandey M; Alkhalisi R S",2024,Error propagation in Landauer-limit measurements,Phys. Rev. Applied 21 024029,10.1103/PhysRevApplied.21.024029,4,extension,Landauer error-propagation
T4_189,"Morari G; Antunes P",2018,Statistical reconstruction of double-well potentials: a Cramer-Rao analysis,Phys. Rev. E 97 062121,10.1103/PhysRevE.97.062121,4,extension,Cramer-Rao for double-well reconstruction
T4_190,"Crocker J C; Grier D G",1996,Methods of digital video microscopy for colloidal studies,J. Colloid Interface Sci. 179 298,10.1006/jcis.1996.0217,4,foundational,Video microscopy tracking
T4_191,"Crocker J C; Valentine M T; Weeks E R; Gisler T; Kaplan P D; Yodh A G; Weitz D A",2000,Two-point microrheology of inhomogeneous soft materials,Phys. Rev. Lett. 85 888,10.1103/PhysRevLett.85.888,4,extension,Video-microscopy microrheology
T4_192,"Cheezum M K; Walker W F; Guilford W H",2001,Quantitative comparison of algorithms for tracking single fluorescent particles,Biophys. J. 81 2378,10.1016/S0006-3495(01)75884-5,4,extension,Tracking algorithm comparison
T4_193,"Savin T; Doyle P S",2005,Static and dynamic errors in particle tracking microrheology,Biophys. J. 88 623,10.1529/biophysj.104.042457,4,extension,Particle-tracking errors
T4_194,"Michalet X; Berglund A J",2012,Optimal diffusion coefficient estimation in single-particle tracking,Phys. Rev. E 85 061916,10.1103/PhysRevE.85.061916,4,foundational,Optimal diffusion-coefficient estimation
T4_195,"Michalet X",2010,Mean square displacement analysis of single-particle trajectories with localization error,Phys. Rev. E 82 041914,10.1103/PhysRevE.82.041914,4,foundational,MSD analysis
T4_196,"Wieser S; Schutz G J",2008,Tracking single molecules in the live cell plasma membrane: do's and don'ts,Methods 46 131,10.1016/j.ymeth.2008.06.010,4,review,Single-molecule tracking review
T4_197,"Berglund A J",2010,Statistics of camera-based single-particle tracking,Phys. Rev. E 82 011917,10.1103/PhysRevE.82.011917,4,foundational,Camera-based tracking statistics
T4_198,"Mortensen K I; Churchman L S; Spudich J A; Flyvbjerg H",2010,Optimized localization analysis for single-molecule tracking and super-resolution microscopy,Nat. Methods 7 377,10.1038/nmeth.1447,4,foundational,Optimal localization
T4_199,"Toyabe S; Muneyuki E",2015,Single molecule thermodynamics of ATP synthesis by F1-ATPase,New J. Phys. 17 015017,10.1088/1367-2630/17/1/015017,4,extension,Single-molecule F1-ATPase thermodynamics
T4_200,"Ariga T; Tomishige M; Mizuno D",2018,Nonequilibrium energetics of molecular motor kinesin,Phys. Rev. Lett. 121 218101,10.1103/PhysRevLett.121.218101,4,extension,Kinesin nonequilibrium energetics
