id,authors,year,title,venue,url,tag,key_finding_1sentence
249,Eggertsson G; Krugman P,2012,Debt deleveraging and the liquidity trap,Quarterly Journal of Economics,https://academic.oup.com/qje/article/127/3/1469/1859329,theory,Household-deleveraging zero-lower-bound model of post-2008 recession.
250,Guerrieri V; Lorenzoni G,2017,Credit crises precautionary savings and the liquidity trap,Quarterly Journal of Economics,https://academic.oup.com/qje/article/132/3/1427/3789288,theory,Credit crises produce precautionary saving consistent with post-2008 housing-market weakness.
251,Korinek A; Simsek A,2016,Liquidity trap and excessive leverage,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20140289,theory,Private leverage is inefficiently high in zero-lower-bound economies.
252,Bianchi J; Mendoza E,2018,Optimal time-consistent macroprudential policy,Journal of Political Economy,https://www.journals.uchicago.edu/doi/10.1086/696280,theory,Optimal macroprudential policy trades off crisis probability and growth.
253,Farhi E; Werning I,2016,A theory of macroprudential policies in the presence of nominal rigidities,Econometrica,https://onlinelibrary.wiley.com/doi/10.3982/ECTA11883,theory,Macroprudential policy rationale in Keynesian settings.
254,Jordà Ò; Schularick M; Taylor A,2017,Macrofinancial history and the new business cycle facts,NBER Macroeconomics Annual,https://www.nber.org/chapters/c13776,macro,New long-run dataset used in related crisis-prediction research.
255,Baron M; Xiong W,2017,Credit expansion and neglected crash risk,Quarterly Journal of Economics,https://academic.oup.com/qje/article/132/2/713/3074537,credit_supply,Investors systematically underestimate crash risk during credit booms.
256,Baron M; Verner E; Xiong W,2021,Banking crises without panics,Quarterly Journal of Economics,https://academic.oup.com/qje/article/136/1/51/5902836,credit_supply,New long-run dataset of banking crises with and without panic runs.
257,Abildgren K; Hansen N; Kuchler A,2018,Overoptimism and house price bubbles,Journal of Behavioral and Experimental Finance,https://www.sciencedirect.com/science/article/pii/S2214635017301272,behavioural,Danish survey evidence on overoptimism before housing peaks.
858,Chinloy P,1996,Real estate cycles,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00681,macro,Real-estate cycles exhibit shorter periodicity than business cycles with regional heterogeneity.
259,Wheaton W,1999,Real estate cycles some fundamentals,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00772,macro,Supply-side lags generate endogenous real-estate price-construction cycles.
260,DiPasquale D; Wheaton W,1994,Housing market dynamics and the future of housing prices,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119084710028,macro,Four-quadrant model of housing and asset-market dynamics foundational to real-estate macro.
261,Lustig H; Van Nieuwerburgh S,2005,Housing collateral consumption insurance and risk premia,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/j.1540-6261.2005.00759.x,macro,Housing collateral provides consumption insurance relevant to risk-premium modelling.
262,Bracke P,2015,House prices and rents micro evidence from a matched data set,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/pii/S0166046215000198,price_fundamentals,Matched data show large price-rent-ratio heterogeneity within cities.
263,Sommer K; Sullivan P; Verbrugge R,2013,The equilibrium effect of fundamentals on house prices and rents,Journal of Monetary Economics,https://www.sciencedirect.com/science/article/pii/S0304393213001025,price_fundamentals,Structural equilibrium model attributes ~half of 2000s price-rent-ratio rise to fundamentals.
264,Garriga C; Hedlund A,2020,Mortgage debt consumption and illiquid housing markets,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20170572,credit_supply,Structural model linking mortgage-rate shocks to house-price and consumption responses.
265,Ortalo-Magné F; Rady S,2006,Housing market dynamics on the contribution of income shocks and credit constraints,Review of Economic Studies,https://academic.oup.com/restud/article/73/2/459/1539064,credit_supply,Income shocks to young households amplified by credit constraints drive price cycles.
266,Stein J,1995,Prices and trading volume in the housing market,Quarterly Journal of Economics,https://academic.oup.com/qje/article/110/2/379/1861884,inventory,Down-payment constraints explain positive price-volume correlation during downturns.
267,Wong M,2020,September 11 and housing cycle,Review of Economics and Statistics,https://direct.mit.edu/rest/article/102/2/341/58575,demographics,Immigration-driven demand shocks persistent effects on metro prices.
268,Gabriel S; Nothaft F,2001,Rental housing markets the incidence and duration of vacancy and the natural vacancy rate,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119000921757,inventory,Natural-vacancy-rate estimation framework transferable to owner-occupied inventory.
269,Smith B; Rosen K; Fallis G,1988,Recent developments in economic models of housing markets,Journal of Economic Literature,https://www.jstor.org/stable/2726432,review,Classic review of housing-market models covering supply-demand-construction dynamics.
270,Quigley J,1999,Real estate prices and economic cycles,International Real Estate Review,https://web.ntpu.edu.tw/~guanchi/content/9/2/05.pdf,review,Review of cyclical real-estate models including supply lags and land-market frictions.
271,Goetzmann W,1993,The single-family home in the investment portfolio,Journal of Real Estate Finance and Economics,https://link.springer.com/article/10.1007/BF01096969,methodology_index,Single-family-home portfolio-risk analysis using repeat-sales indices.
272,Goetzmann W; Spiegel M,1995,Non-temporal components of residential real estate appreciation,Review of Economics and Statistics,https://www.jstor.org/stable/2109881,methodology_index,Decomposes price appreciation into temporal and cross-sectional components.
273,Bogin A; Doerner W; Larson W,2019,Local house price dynamics new indices and stylized facts,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.12233,methodology_index,FHFA county-level HPI construction and stylised facts about local dynamics.
274,Bogin A; Doerner W; Larson W,2019,Missing the mark house price index accuracy and mortgage credit modeling,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.12198,methodology_index,HPI measurement error has material effects on LTV and default-model predictions.
275,Guerrieri V; Hartley D; Hurst E,2013,Endogenous gentrification and housing price dynamics,Journal of Public Economics,https://www.sciencedirect.com/science/article/pii/S0047272712000667,demographics,Within-metro gentrification flows create sub-metro price-dynamics heterogeneity.
276,Rosenthal S,2014,Are private markets and filtering a viable source of low-income housing,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.104.2.687,supply_elasticity,Filtering dynamics affect the low end of metro price distribution.
277,McMillen D,2008,Changes in spatial distribution of house prices in Chicago,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119007000964,demographics,Spatial-quantile analysis of within-metro price changes pre-crisis.
278,Zillow Research,2024,The housing market is still unaffordable,Zillow Research Blog,https://www.zillow.com/research/,cycle_2022,Empirical documentation of 2021-23 affordability deterioration across US metros.
279,Kiel K; Zabel J,1999,The accuracy of owner-provided house values,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00781,methodology_index,Owner-reported values miscalibrated in booms (over-stated) and busts (under-stated).
280,Dorsey R; Hu H; Mayer W; Wang H,2010,Hedonic versus repeat-sales housing price indexes,Journal of Housing Economics,https://www.sciencedirect.com/science/article/abs/pii/S1051137709000473,methodology_index,Hedonic and repeat-sales indices diverge more in volatile markets complicating crash definition.
281,Leamer E,2015,Housing really is the business cycle,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/jmcb.12246,macro,Updated version of Leamer's business-cycle-housing thesis with post-2008 data.
282,Ghent A; Valkanov R,2016,Comparing securitized and balance sheet loans,Journal of Urban Economics,https://www.sciencedirect.com/science/article/pii/S0094119016300249,credit_supply,Securitised and balance-sheet loans differ in performance contrary to Keys-Seru-Vig simple story.
283,Cherkes M; Sagi J; Stanton R,2009,A liquidity-based theory of closed-end funds,Review of Financial Studies,https://academic.oup.com/rfs/article/22/1/257/1592047,theory,Liquidity-premium framework transferable to housing liquidity analysis.
284,Case K; Mayer C,1996,Housing price dynamics within a metropolitan area,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/0166046295020866,price_fundamentals,Sub-metro price heterogeneity relates to demographics employment and amenities.
285,Karoly L; Panis C,2004,The 21st Century at Work,RAND Corporation,https://www.rand.org/pubs/monographs/MG164.html,demographics,Labor force projections relevant to long-run metro housing demand.
286,White M,2009,Bankruptcy personal responsibility and the 2008 financial crisis,National Tax Journal,https://www.journals.uchicago.edu/doi/10.17310/ntj.2009.3.04,credit_supply,Bankruptcy-law interactions with mortgage default during the crisis.
287,Pennington-Cross A,2006,The duration of foreclosures in the subprime mortgage market,Journal of Real Estate Finance and Economics,https://link.springer.com/article/10.1007/s11146-006-0011-z,credit_supply,Foreclosure duration distributions relevant to inventory-build-up timing.
288,Immergluck D,2011,Foreclosed,Cornell University Press,https://www.cornellpress.cornell.edu/book/9780801477300/foreclosed/,textbook_credit,Book-length treatment of US foreclosure crisis and its geographic patterns.
289,Gyourko J; Linneman P,1993,The affordability of the American dream,Journal of Housing Research,https://www.jstor.org/stable/24832744,price_fundamentals,Long-run affordability trends 1960-1990 baseline for the 2000s bubble assessment.
290,Quigley J; Raphael S,2004,Is housing unaffordable why isn't it more affordable,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/0895330041371323,price_fundamentals,Affordability metrics and their interpretation reviewed for US metros.
291,Carliner M,2022,The housing affordability crisis,Harvard JCHS,https://www.jchs.harvard.edu/state-nations-housing-2022,cycle_2022,State-of-the-nations affordability report documenting 2022 deterioration.
292,Joint Center for Housing Studies,2023,The State of the Nations Housing 2023,Harvard JCHS,https://www.jchs.harvard.edu/state-nations-housing-2023,cycle_2022,Comprehensive annual state-of-housing document post-COVID data.
293,Kose M; Prasad E; Terrones M,2003,How does globalization affect the synchronization of business cycles,American Economic Review P&P,https://www.aeaweb.org/articles?id=10.1257/000282803321946840,macro,Global financial integration increases housing-cycle synchronisation.
294,Cesa-Bianchi A,2013,Housing cycles and macroeconomic fluctuations,Journal of International Money and Finance,https://www.sciencedirect.com/science/article/pii/S0261560613000193,macro,Global house-price shocks transmit to real activity in emerging economies.
295,Hirata H; Kose M; Otrok C; Terrones M,2013,Global house price fluctuations synchronization and determinants,NBER International Seminar on Macroeconomics,https://www.nber.org/chapters/c12829,macro,House-price cycles have become more synchronised globally since 2000.
296,Cesa-Bianchi A; Cespedes L; Rebucci A,2015,Global liquidity house prices and the macroeconomy,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/jmcb.12235,macro,Global liquidity shocks affect house prices in emerging economies.
297,Aladangady A,2017,Housing wealth and consumption evidence from geographically-linked microdata,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20150491,macro,MPC out of housing wealth is 5-8 cents per dollar confirming earlier estimates.
298,Kaplan G; Violante G,2014,A model of the consumption response to fiscal stimulus payments,Econometrica,https://onlinelibrary.wiley.com/doi/10.3982/ECTA10528,theory,HANK framework relevant to household-balance-sheet housing linkages.
299,Fuster A; Willen P,2017,Payment size negative equity and mortgage default,American Economic Journal Economic Policy,https://www.aeaweb.org/articles?id=10.1257/pol.20150169,credit_supply,Payment size a stronger default predictor than negative equity in 2008 data.
300,Gerardi K; Rosenblatt E; Willen P; Yao V,2015,Foreclosure externalities,American Economic Journal Economic Policy,https://www.aeaweb.org/articles?id=10.1257/pol.20130353,credit_supply,Foreclosure externalities on neighbour prices are sizable but local in scope.
301,Linneman P,1986,An empirical test of the efficiency of the housing market,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/0094119086900290,price_fundamentals,Early test of housing-market efficiency finding predictable returns at annual horizons.
302,Clapp J; Giaccotto C,1994,The influence of economic variables on local house price dynamics,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119084710005,price_fundamentals,Employment and income variables explain a majority of local price variance.
303,Englund P; Ioannides Y,1997,House price dynamics an international empirical perspective,Journal of Housing Economics,https://www.sciencedirect.com/science/article/abs/pii/S1051137797902181,price_fundamentals,Cross-country evidence on price momentum and mean-reversion at different horizons.
304,Rapach D; Strauss J,2009,Differences in housing price forecastability across US states,International Journal of Forecasting,https://www.sciencedirect.com/science/article/abs/pii/S0169207008001386,price_fundamentals,Out-of-sample predictability of state-level house prices varies widely.
305,Bork L; Møller S,2015,Forecasting house prices in the 50 states using dynamic model averaging and dynamic model selection,International Journal of Forecasting,https://www.sciencedirect.com/science/article/abs/pii/S0169207014001538,methodology_ml,Dynamic model averaging improves state-level house-price forecasts.
306,Gogas P; Papadimitriou T,2021,Machine learning in economics and finance,Computational Economics,https://link.springer.com/article/10.1007/s10614-021-10094-w,review,Reviews ML applications in economics including mortgage default and price prediction.
307,Adrian T; Covitz D; Liang N,2015,Financial stability monitoring,Annual Review of Financial Economics,https://www.annualreviews.org/doi/10.1146/annurev-financial-111914-042030,review,Framework for financial-stability-monitoring indicators including housing.
308,IMF Global Financial Stability Report,2019,Vulnerabilities in a maturing credit cycle,IMF,https://www.imf.org/en/Publications/GFSR/Issues/2019/04/01/Global-Financial-Stability-Report-April-2019,cycle_2022,Pre-COVID assessment of housing vulnerabilities across advanced economies.
309,Chen J; Nichols C; Shirey R,2022,Regional housing market dynamics post-COVID,FRB Dallas Working Paper,https://www.dallasfed.org/research/papers,cycle_2022,Sun Belt migration drove regional differential in 2020-22 price growth.
310,Zorn P,2022,The Pandemic Housing Market,Federal Reserve Bank of San Francisco Economic Letter,https://www.frbsf.org/research-and-insights/publications/economic-letter/,cycle_2022,SF Fed analysis of 2021-22 price dynamics and drivers.
311,Fuster A; Hizmo A; Lambie-Hanson L; Vickery J; Willen P,2021,How resilient is mortgage credit supply,Federal Reserve Bank of New York Staff Reports,https://www.newyorkfed.org/research/staff_reports/sr969,credit_supply,Post-COVID mortgage credit supply held up aided by GSEs.
312,Greenwald D,2018,The mortgage credit channel of macroeconomic transmission,Working Paper MIT,https://danielgreenwald.com/,credit_supply,Credit conditions amplify monetary-policy transmission to house prices.
313,Gorback C; Keys B,2020,Global capital and local assets house prices quantities and elasticities,NBER Working Paper,https://www.nber.org/papers/w27370,speculation,Foreign-capital inflows raise US metro prices concentrated in sensitive metros.
314,Cvijanovic D; Hovakimian A; Yavuz M,2023,The role of investors in single-family rental market,Working Paper,https://www.nyu.edu/faculty/hovakimian/,speculation,Institutional single-family-rental investor activity post-2012 raises local prices.
315,Mills J; Molloy R; Zarutskie R,2019,Large-scale buy-to-rent investors in the single-family housing market,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.12189,speculation,Large-scale institutional rental investors increase local prices at entry.
316,Allen M; Rutherford J; Rutherford R; Yavas A,2018,Impact of investors in distressed housing markets,Journal of Real Estate Finance and Economics,https://link.springer.com/article/10.1007/s11146-017-9636-x,speculation,Investor purchases stabilise distressed markets but can delay price recovery.
317,Lambie-Hanson L; Li W; Slonkosky M,2022,Real estate investors and the US housing recovery,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.12338,speculation,Investor activity 2012-14 accelerated the post-crisis price recovery.
318,DeFusco A; Nathanson C; Zwick E,2022,Speculative dynamics of prices and volume,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X22000587,speculation,Short-term speculator activity drives price-volume coincidence during housing booms.
319,Albanesi S; De Giorgi G; Nosal J,2022,Credit growth and the financial crisis a new narrative,Journal of Monetary Economics,https://www.sciencedirect.com/science/article/pii/S0304393222000745,credit_supply,Challenges Mian-Sufi by showing middle-FICO borrowers drove most 2003-06 debt growth.
320,Badarinza C; Balasubramaniam V; Ramadorai T,2019,The household finance landscape in emerging economies,Annual Review of Financial Economics,https://www.annualreviews.org/doi/10.1146/annurev-financial-110118-123106,review,Review of household-finance literature with relevance to housing-finance choices.
321,Mian A; Sufi A,2022,Credit supply and housing speculation,Review of Financial Studies,https://academic.oup.com/rfs/article/35/2/680/6273704,credit_supply,Evidence that credit-supply shocks propagated through speculator activity during the 2000s.
322,Glaeser E; Sinai T eds,2013,Housing and the Financial Crisis,University of Chicago Press,https://press.uchicago.edu/ucp/books/book/chicago/H/bo16220475.html,textbook_bubble,Edited volume of NBER papers on the 2008 housing crisis and its geography.
323,Davidoff T,2016,Supply constraints are not valid instrumental variables for house prices because they are correlated with many demand factors,Critical Finance Review,https://www.nowpublishers.com/article/Details/CFR-0046,supply_elasticity,Warns that Saiz supply elasticity is correlated with demand shifters undermining causal claims.
324,Cosman J; Quintero L,2021,Price discrimination,Working Paper,https://cosmanjar.github.io/,speculation,Listing-price vs sale-price wedges as indicator of market liquidity.
325,Einav L; Levin J,2014,Economics in the age of big data,Science,https://www.science.org/doi/10.1126/science.1243089,methodology_ml,Generic primer on big-data in economics relevant to our methodology choices.
326,Glaeser E; Hillis A; Kominers S; Luca M,2016,Crowdsourcing city government using tournaments to improve inspection accuracy,American Economic Review P&P,https://www.aeaweb.org/articles?id=10.1257/aer.p20161027,methodology_ml,Case study of ML applied to municipal-data problems.
327,Sirmans C; Macpherson D; Zietz E,2005,The composition of hedonic pricing models,Journal of Real Estate Literature,https://www.tandfonline.com/doi/abs/10.1080/10835547.2005.12090154,methodology_index,Meta-analysis of hedonic-housing-price-model specifications.
328,Clapp J,2003,A semiparametric method for estimating local house price indices,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00061,methodology_index,Local-regression method for constructing fine-grained price indices.
329,Deng Y; Quigley J; Van Order R,2000,Mortgage terminations heterogeneity and the exercise of mortgage options,Econometrica,https://onlinelibrary.wiley.com/doi/10.1111/1468-0262.00110,credit_supply,Option-theoretic framework for mortgage default and prepayment.
330,Agarwal S; Ben-David I; Yao V,2015,Collateral-motivated financial innovation,Review of Financial Studies,https://academic.oup.com/rfs/article/28/10/2918/1570527,credit_supply,Innovation in mortgage product design responds to collateral-value trends.
331,Giglio S; Maggiori M; Rao K; Stroebel J; Weber A,2021,Climate change and long-run discount rates evidence from real estate,Review of Financial Studies,https://academic.oup.com/rfs/article/34/8/3527/5901406,price_fundamentals,Climate risk measurably capitalises into real-estate prices over long horizons.
332,Bakkensen L; Barrage L,2022,Going underwater,Review of Financial Studies,https://academic.oup.com/rfs/article/35/8/3666/6555430,price_fundamentals,Flood risk is under-capitalised in coastal real-estate prices.
333,Baldauf M; Garlappi L; Yannelis C,2020,Does climate change affect real estate prices,Review of Financial Studies,https://academic.oup.com/rfs/article/33/3/1256/5637663,price_fundamentals,Climate-belief sorting leads to heterogeneous capitalisation of flood risk.
334,Nguyen A; Ortega F,2023,Climate change and US housing markets,Journal of Housing Economics,https://www.sciencedirect.com/science/article/pii/S1051137722000778,price_fundamentals,Flood exposure begins capitalising into US prices post-2015.
335,Mastrobuoni G; Weinberg N,2023,The role of insurance in the housing market,Working Paper,https://www.nber.org/papers/w31222,price_fundamentals,Insurance-market disruptions transmit to housing prices.
336,Hedlund A,2016,Illiquidity and its discontents,Journal of Monetary Economics,https://www.sciencedirect.com/science/article/pii/S0304393216300459,inventory,Structural model of housing illiquidity relevant for crash-transmission dynamics.
337,Diamond R; McQuade T,2019,Who wants affordable housing in their backyard,Journal of Political Economy,https://www.journals.uchicago.edu/doi/10.1086/701494,supply_elasticity,NIMBY dynamics affect the allocation and volatility of local housing stock.
338,Bertaut C; Pounder DeMarco L; Kamin S; Tryon R,2011,ABS inflows to the United States and the global financial crisis,Journal of International Economics,https://www.sciencedirect.com/science/article/pii/S0022199611000511,credit_supply,Foreign-capital flows into US ABS enabled US household-debt expansion.
339,Shin H,2012,Global banking glut and loan risk premium,IMF Economic Review,https://link.springer.com/article/10.1057/imfer.2012.6,credit_supply,Global-banking-glut narrative for pre-2007 US credit expansion.
340,Caballero R; Farhi E; Gourinchas P,2017,The safe assets shortage conundrum,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.31.3.29,credit_supply,Safe-asset demand generates equilibrium pressure toward MBS-type securitisation.
341,Gopinath G,2015,The international price system,Jackson Hole,https://www.kansascityfed.org/documents/1084/2015GopinathRemarks.pdf,macro,Dollar-denomination exposes US housing finance to global dollar cycle.
342,Zillow Research,2023,ZHVI methodology,Zillow Research,https://www.zillow.com/research/methodology/,methodology_index,Current ZHVI methodology critical for understanding our primary outcome.
343,Realtor.com,2024,Residential listings data methodology,Realtor.com,https://www.realtor.com/research/data/,methodology_index,Data-definition reference for Realtor.com inventory series.
344,FHFA,2024,House price index technical documentation,FHFA,https://www.fhfa.gov/DataTools/Downloads/Documents/HPI/HPI_Tech_Doc.pdf,methodology_index,FHFA HPI construction methodology for the cross-check series.
345,Case K; Shiller R; Weiss A,1993,Index-based futures and options markets in real estate,Journal of Portfolio Management,https://jpm.pm-research.com/content/19/2/83,methodology_index,Proposes index-based futures market for hedging regional housing risk.
346,Bourassa S; Hoesli M; Sun J,2006,A simple alternative house price index method,Journal of Housing Economics,https://www.sciencedirect.com/science/article/abs/pii/S1051137706000581,methodology_index,Compares alternative price-index methodologies with applications to New Zealand.
347,McMillen D; Redfearn C,2010,Estimation and hypothesis testing for nonparametric hedonic house price functions,Journal of Regional Science,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-9787.2010.00664.x,methodology_index,Nonparametric hedonic methodology for price indices.
348,Guerrieri V; Lorenzoni G; Straub L; Werning I,2022,Macroeconomic implications of COVID-19,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20201063,cycle_2022,Supply-side shocks and demand reallocation relevant to post-COVID housing dynamics.
349,Bloom N; Bunn P; Chen S; Mizen P; Smietanka P; Thwaites G,2020,The impact of Brexit on UK firms,Bank of England Staff Working Paper,https://www.bankofengland.co.uk/working-paper/2020/the-impact-of-brexit-on-uk-firms,macro,Uncertainty shocks relevant to demand-side housing-market analysis.
350,Rajan R,2005,Has financial development made the world riskier,Jackson Hole Symposium,https://www.kansascityfed.org/documents/1060/RajanPaper.pdf,credit_supply,Pre-crisis warning on incentive distortions in financial intermediation.
